Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[177]    0.0    0.00    0.00    1067         appWindow::getWindowWidth() [177]
-----------------------------------------------
                0.00    0.00       1/1034        World::World() [8]
                0.00    0.00    1033/1034        World::update() [6]
[178]    0.0    0.00    0.00    1034         Chunk::worldCoordToChunk(Vec3) [178]
                0.00    0.00    1020/1122        Vec2::Vec2() [175]
-----------------------------------------------
                0.00    0.00    1033/1033        Chunk::updateVisibility() [3]
[179]    0.0    0.00    0.00    1033         void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [179]
-----------------------------------------------
                0.00    0.00    1029/1029        World::update() [6]
[180]    0.0    0.00    0.00    1029         Vec2::operator!=(Vec2 const&) const [180]
-----------------------------------------------
                0.00    0.00     848/848         World::getPosInRange(Vec2, float, float) [59]
[181]    0.0    0.00    0.00     848         std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::equal_range(Vec2 const&) [181]
                0.00    0.00   11936/154554      Vec2::operator<(Vec2 const&) const [146]
-----------------------------------------------
                0.00    0.00     810/810         Chunk::~Chunk() [32]
[182]    0.0    0.00    0.00     810         Object::~Object() [182]
-----------------------------------------------
                0.00    0.00     672/672         stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [209]
[183]    0.0    0.00    0.00     672         stbi__YCbCr_to_RGB_simd(unsigned char*, unsigned char const*, unsigned char const*, unsigned char const*, int, int) [183]
-----------------------------------------------
                0.00    0.00     604/604         Chunk::Chunk(int, int, Camera*) [21]
[184]    0.0    0.00    0.00     604         Object::Object() [184]
-----------------------------------------------
                0.00    0.00     597/597         Chunk::Chunk(int, int, Camera*) [21]
[185]    0.0    0.00    0.00     597         void std::vector<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >, std::allocator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > > >::_M_realloc_insert<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >*, std::vector<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >, std::allocator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > > > >, std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >&&) [185]
-----------------------------------------------
                0.00    0.00     126/562         stbi__gif_test_raw(stbi__context*) [213]
                0.00    0.00     192/562         stbi__decode_jpeg_image(stbi__jpeg*) [215]
                0.00    0.00     244/562         stbi__process_marker(stbi__jpeg*, int) [194]
[186]    0.0    0.00    0.00     562         stbi__get16be(stbi__context*) [186]
                0.00    0.00      13/330         stbi__stdio_read(void*, char*, int) [190]
-----------------------------------------------
                0.00    0.00     510/510         Camera::move(bool, bool, bool, bool, float) [72]
[187]    0.0    0.00    0.00     510         Vec3::operator+=(Vec3 const&) [187]
-----------------------------------------------
                0.00    0.00     504/504         stbi__decode_jpeg_image(stbi__jpeg*) [215]
[188]    0.0    0.00    0.00     504         stbi__idct_simd(unsigned char*, int, short*) [188]
-----------------------------------------------
                0.00    0.00     453/453         VoxelGenerator::createPerlinGradient(unsigned int) [61]
[189]    0.0    0.00    0.00     453         Vec3::getSquaredLength() const [189]
-----------------------------------------------
                0.00    0.00       6/330         stbi__get32be(stbi__context*) [201]
                0.00    0.00      13/330         stbi__get16be(stbi__context*) [186]
                0.00    0.00      48/330         Texture::Texture(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [225]
                0.00    0.00     118/330         stbi__process_marker(stbi__jpeg*, int) [194]
                0.00    0.00     145/330         stbi__grow_buffer_unsafe(stbi__jpeg*) [157]
[190]    0.0    0.00    0.00     330         stbi__stdio_read(void*, char*, int) [190]
-----------------------------------------------
                0.00    0.00     300/300         stbi__decode_jpeg_image(stbi__jpeg*) [215]
[191]    0.0    0.00    0.00     300         stbi__jpeg_decode_block_prog_dc(stbi__jpeg*, short*, stbi__huffman*, int) [191]
                0.00    0.00     101/8341        stbi__grow_buffer_unsafe(stbi__jpeg*) [157]
-----------------------------------------------
                0.00    0.00     256/256         VoxelGenerator::createPerlinGradient(unsigned int) [61]
[192]    0.0    0.00    0.00     256         Vec3::operator/=(float) const [192]
-----------------------------------------------
                0.00    0.00     204/204         stbi__decode_jpeg_image(stbi__jpeg*) [215]
[193]    0.0    0.00    0.00     204         stbi__jpeg_decode_block(stbi__jpeg*, short*, stbi__huffman*, stbi__huffman*, short*, int, unsigned short*) [193]
                0.00    0.00    5378/8341        stbi__grow_buffer_unsafe(stbi__jpeg*) [157]
-----------------------------------------------
                0.00    0.00      93/194         stbi__decode_jpeg_image(stbi__jpeg*) [215]
                0.00    0.00     101/194         stbi__gif_test_raw(stbi__context*) [213]
[194]    0.0    0.00    0.00     194         stbi__process_marker(stbi__jpeg*, int) [194]
                0.00    0.00     285/1395        stbi__get8(stbi__context*) [174]
                0.00    0.00     244/562         stbi__get16be(stbi__context*) [186]
                0.00    0.00     193/193         stbi__build_huffman(stbi__huffman*, int*) [195]
                0.00    0.00     118/330         stbi__stdio_read(void*, char*, int) [190]
                0.00    0.00      42/54          stbi__skip(stbi__context*, int) [208]
-----------------------------------------------
                0.00    0.00     193/193         stbi__process_marker(stbi__jpeg*, int) [194]
[195]    0.0    0.00    0.00     193         stbi__build_huffman(stbi__huffman*, int*) [195]
-----------------------------------------------
                0.00    0.00      50/157         std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [212]
                0.00    0.00     107/157         std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [202]
[196]    0.0    0.00    0.00     157         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [196]
-----------------------------------------------
                0.00    0.00     130/130         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [199]
[197]    0.0    0.00    0.00     130         std::__future_base::_Result<void>::~_Result() [197]
-----------------------------------------------
                0.00    0.00     128/128         TextManager::init() [90]
[198]    0.0    0.00    0.00     128         std::_Rb_tree<char, std::pair<char const, Character>, std::_Select1st<std::pair<char const, Character> >, std::less<char>, std::allocator<std::pair<char const, Character> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, Character> >, char const&) [198]
-----------------------------------------------
                0.00    0.00      42/120         std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [212]
                0.00    0.00      78/120         std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [202]
[199]    0.0    0.00    0.00     120         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [199]
                0.00    0.00     130/130         std::__future_base::_Result<void>::~_Result() [197]
                0.00    0.00      84/84          std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [204]
                0.00    0.00      23/23          std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [218]
-----------------------------------------------
                0.00    0.00      35/103         std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [212]
                0.00    0.00      68/103         std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [202]
[200]    0.0    0.00    0.00     103         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [200]
-----------------------------------------------
                0.00    0.00     102/102         stbi__parse_png_file(stbi__png*, int, int) [231]
[201]    0.0    0.00    0.00     102         stbi__get32be(stbi__context*) [201]
                0.00    0.00       6/330         stbi__stdio_read(void*, char*, int) [190]
-----------------------------------------------
                0.00    0.00      88/88          ctpl::thread_pool::set_thread(int)::{lambda()#1}::operator()() const [88]
[202]    0.0    0.00    0.00      88         std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [202]
                0.00    0.00     107/157         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [196]
                0.00    0.00      78/120         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [199]
                0.00    0.00      68/103         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [200]
-----------------------------------------------
